0,0.433,0.0305184197440304
0.0100502512562814,0.433,-203.624467506378
0.0201005025125628,0.433,-393.118768963432
0.0301507537688442,0.433,-592.205319387528
0.0402010050251256,0.433,-805.082178451319
0.050251256281407,0.433,-1007.39444154004
0.0603015075376884,0.433,-1214.21971210206
0.0703517587939698,0.433,-1438.91584004643
0.0804020100502513,0.433,-1672.5299750566
0.0904522613065327,0.433,-1898.35746391445
0.100502512562814,0.433,-2143.37563178607
0.110552763819095,0.433,-2412.30724714495
0.120603015075377,0.433,-2668.20234336972
0.130653266331658,0.433,-2951.56404943768
0.14070351758794,0.433,-3254.30272717991
0.150753768844221,0.433,-3573.83860326851
0.160804020100503,0.433,-3899.04245902118
0.170854271356784,0.433,-4249.60434032561
0.180904522613065,0.433,-4644.48783375644
0.190954773869347,0.433,-5022.46803077527
0.201005025125628,0.433,-5452.47638635908
0.21105527638191,0.433,-5911.53663876639
0.221105527638191,0.433,-6392.33337664459
0.231155778894472,0.433,-6904.72795934639
0.241206030150754,0.433,-7443.46053242342
0.251256281407035,0.433,-8060.43086640517
0.261306532663317,0.433,-8663.47451919142
0.271356783919598,0.433,-9340.60968524832
0.281407035175879,0.433,-10071.0900961414
0.291457286432161,0.433,-10822.6997161821
0.301507537688442,0.433,-11654.1515610894
0.311557788944724,0.433,-12510.7321166409
0.321608040201005,0.433,-13483.9554723508
0.331658291457286,0.433,-14465.5191959859
0.341708542713568,0.433,-15540.8797002413
0.351758793969849,0.433,-16716.1947044081
0.361809045226131,0.433,-17897.7010644878
0.371859296482412,0.433,-19243.491129901
0.381909547738693,0.433,-20618.7940405302
0.391959798994975,0.433,-22134.9443868599
0.402010050251256,0.433,-23714.8059728525
0.412060301507538,0.433,-25438.8307025011
0.422110552763819,0.433,-27265.3916913841
0.4321608040201,0.433,-29140.557314854
0.442211055276382,0.433,-31240.9473664478
0.452261306532663,0.433,-33432.2408817419
0.462311557788945,0.433,-35768.7729429523
0.472361809045226,0.433,-38250.7830036603
0.482412060301508,0.433,-40890.0783759101
0.492462311557789,0.433,-43680.1345690227
0.50251256281407,0.433,-46656.0709787118
0.512562814070352,0.433,-49782.5639819748
0.522613065326633,0.433,-53116.5820789811
0.532663316582915,0.433,-56609.9977358619
0.542713567839196,0.433,-60326.2863511991
0.552763819095477,0.433,-64213.106984986
0.562814070351759,0.433,-68335.5264717095
0.57286432160804,0.433,-72638.1033635113
0.582914572864322,0.433,-77184.45349596
0.592964824120603,0.433,-81918.5849429307
0.603015075376884,0.433,-86901.4145641467
0.613065326633166,0.433,-92075.6497391509
0.623115577889447,0.433,-97498.7636388393
0.633165829145729,0.433,-103112.748758122
0.64321608040201,0.433,-108966.456660132
0.653266331658292,0.433,-115008.369330277
0.663316582914573,0.433,-121274.75001574
0.673366834170854,0.433,-127717.546713557
0.683417085427136,0.433,-134364.299634562
0.693467336683417,0.433,-141165.539063328
0.703517587939699,0.433,-148142.112167729
0.71356783919598,0.433,-155244.342204109
0.723618090452261,0.433,-162483.739842949
0.733668341708543,0.433,-169809.668541954
0.743718592964824,0.433,-177234.605904694
0.753768844221106,0.433,-184691.148413704
0.763819095477387,0.433,-192208.092488316
0.773869346733668,0.433,-199694.800684449
0.78391959798995,0.433,-207184.086984376
0.793969849246231,0.433,-214595.279355228
0.804020100502513,0.433,-221928.193790785
0.814070351758794,0.433,-229142.942993056
0.824120603015075,0.433,-236199.771809606
0.834170854271357,0.433,-243083.828621229
